latitude,longitude
-2.296.512,-4.317.705
-2.298.458,-432.102
-2.297.487,-4.341.385
-2.296.327,-4.317.467
-2.296.627,-4.319.185
-2.296.965,-4.318.532
-2.301.099,-4.337.111
-2.299.441,-4.334.952
-2.291.142,-4.317.717
-229.777,-4.319.223
-2.297.952,-4.320.208
-2.294.071,-4.336.031
-2.296.177,-43.178
-229.358,-4.318.309
-2.291.506,-4.317.964
-2.297.418,-4.338.291
-2.291.786,-4.320.886
-2.297.123,-4.318.502
-2.296.946,-4.318.302
-2.292.286,-4.325.794
-2.297.745,-4.318.969
-2.297.393,-4.339.814
-2.296.261,-4.318.094
-2.298.156,-4.321.782
-2.292.108,-4.323.875
-2.297.763,-4.318.815
-2.301.434,-4.329.555
-2.297.795,-4.318.921
-2.297.619,-4.319.009
-2.297.086,-4.318.559
-2.298.629,-4.318.998
-2.292.024,-4.317.187
-2.292.074,-4.321.366
-2.294.302,-4.335.686
-2.298.587,-4.319.215
-2.297.865,-4.322.848
-2.297.935,-4.323.021
-2.297.161,-4.339.084
-2.301.248,-4.338.407
-2.291.374,-4.318.918
-2.297.077,-4.318.707
-2.297.209,-4.339.587
-229.529,-4.319.156
-2.290.161,-4.322.045
-2.298.549,-4.320.582
-230.107,-4.335.247
-2.296.288,-431.753
-2.296.587,-4.318.095
-2.296.198,-4.317.483
-2.291.744,-431.779
-2.297.169,-4.318.817
-2.292.499,-4.339.059
-2.298.542,-4.322.569
-2.291.898,-4.321.811
-2.286.311,-4.335.812
-2.300.693,-434.301
-2.298.307,-4.319.332
-2.298.312,-4.319.121
-2.301.358,-4.330.844
-2.298.152,-4.319.258
-2.296.192,-4.317.639
-2.298.488,-432.091
-229.863,-4.319.205
-2.295.076,-4.318.259
-2.297.983,-4.319.213
-2.292.522,-4.317.453
-2.296.369,-4.340.135
-229.497,-4.318.561
-2.300.577,-4.334.212
-22.965,-4.318.969
-2.293.553,-4.317.929
-2.297.567,-4.322.956
-229.834,-432.143
-2.291.184,-4.318.405
-2.297.994,-4.322.383
-2.297.613,-4.318.977
-2.301.066,-4.332.099
-2.297.993,-431.959
-2.296.604,-4.317.858
-2.296.896,-4.339.706
-2.298.032,-4.319.601
-2.299.611,-4.324.129
-2.298.158,-4.322.404
-2.296.375,-4.317.436
-229.822,-4.319.049
-2.299.507,-4.323.446
-2.298.609,-4.319.836
-2.298.421,-4.319.248
-2.296.414,-4.317.497
-2.296.597,-4.317.316
-2.296.376,-4.317.432
-2.298.446,-4.320.054
-2.296.502,-4.317.452
-2.279.886,-4.319.763
-2.298.265,-4.320.689
-2.295.335,-4.317.148
-2.292.211,-4.317.721
-2.296.965,-4.318.703
-2.296.546,-4.317.472
-229.825,-4.321.802
-2.293.105,-4.317.574
-2.297.872,-431.904
-2.297.538,-4.318.983
-23.009,-4.342.757
-2.297.215,-4.319.004
-2.292.426,-4.323.131
-228.548,-433.664
-2.292.068,-4.321.674
-2.298.439,-4.319.112
-2.292.514,-4.337.826
-2.301.598,-4.329.457
-2.291.423,-4.321.197
-2.298.435,-4.323.436
-2.298.057,-4.319.561
-2.296.575,-4.317.849
-2.298.563,-4.319.254
-229.792,-4.318.958
-2.294.907,-4.338.449
-229.228,-4.326.527
-2.297.581,-4.318.786
-2.297.808,-4.318.897
-2.291.863,-4.318.256
-2.294.941,-4.338.324
-2.300.868,-4.334.409
-2.295.058,-4.317.642
-2.296.925,-433.924
-2.298.134,-4.319.582
-2.297.371,-4.336.044
-2.295.965,-4.317.427
-2.298.208,-4.320.001
-2.296.381,-4.317.526
-229.717,-4.318.583
-2.290.945,-4.319.446
-229.692,-4.318.348
-2.298.399,-4.319.943
-2.295.281,-4.319.066
-2.296.119,-4.317.615
-230.043,-4.334.166
-2.296.049,-4.317.351
-229.701,-4.333.338
-2.297.999,-4.321.905
-2.298.529,-432.071
-2.286.801,-4.326.935
-2.299.349,-4.325.469
-2.299.116,-4.343.697
-2.298.589,-4.319.174
-23.017,-4.345.436
-230.042,-4.351.039
-229.811,-4.322.557
-229.719,-4.339.022
-2.301.247,-4.330.157
-2.297.555,-4.318.959
-2.299.862,-4.326.393
-2.296.549,-4.319.426
-2.298.081,-4.319.309
-2.289.566,-4.324.677
-2.296.349,-4.319.151
-230.098,-4.336.431
-2.296.623,-4.341.482
-2.283.262,-4.327.183
-2.298.321,-4.322.774
-2.302.227,-4.351.008
-2.281.788,-4.319.218
-2.297.487,-4.318.739
-2.296.852,-4.339.126
-2.296.554,-431.752
-2.291.468,-4.324.468
-2.296.179,-4.316.936
-2.296.711,-4.341.165
-2.298.366,-4.320.562
-2.296.579,-4.317.493
-2.297.205,-4.341.217
-2.293.688,-4.318.902
-2.290.145,-4.324.882
-2.298.017,-4.318.973
-2.300.732,-4.342.805
-2.297.421,-43.412
-2.298.069,-4.320.211
-22.942,-4.336.169
-2.298.316,-4.321.949
-229.658,-4.341.875
-2.300.794,-4.344.134
-2.296.295,-4.317.279
-2.297.131,-4.318.654
-2.295.756,-4.320.326
-2.297.281,-4.341.206
-2.300.084,-4.339.117
-2.300.299,-4.339.277
-2.300.114,-4.339.302
-2.297.424,-4.333.131
-2.296.725,-4.318.705
-2.294.656,-4.318.426
-2.293.873,-4.337.049
-2.297.209,-4.341.125
-2.301.468,-4.329.505
-2.293.272,-4.317.789
-2.292.921,-4.317.716
-2.296.441,-4.317.245
-22.969,-4.317.968
-2.291.707,-4.318.094
-230.087,-4.333.402
-229.658,-4.340.709
-2.297.647,-4.318.833
-2.299.286,-4.344.496
-2.293.314,-431.867
-2.298.498,-4.319.047
-2.296.279,-4.317.401
-2.291.277,-4.318.805
-2.295.165,-4.319.321
-2.295.266,-4.319.456
-2.291.324,-4.317.884
-2.298.521,-4.320.746
-2.302.148,-4.348.066
-229.828,-4.320.215
-2.295.905,-4.322.258
-2.301.752,-434.706
-2.283.517,-4.330.188
-2.300.588,-4.334.249
-2.296.468,-4.318.995
-2.275.217,-4.310.462
-2.296.574,-4.318.909
-2.297.838,-4.319.225
-2.298.258,-4.320.168
-2.298.176,-4.318.983
-2.296.492,-4.317.796
-2.300.914,-4.335.983
-2.298.404,-4.319.481
-2.296.986,-4.318.188
-2.292.673,-4.336.861
-2.302.273,-4.346.342
-2.306.745,-4.356.207
-2.302.111,-4.349.173
-2.298.309,-4.320.965
-2.298.148,-4.320.164
-2.296.445,-4.319.228
-2.300.416,-4.334.059
-2.298.229,-4.319.054
-2.298.295,-4.320.171
-2.297.476,-4.318.749
-2.293.847,-4.317.485
-2.298.214,-4.319.042
-229.842,-4.319.458
-2.286.358,-4.347.015
-2.296.355,-4.317.828
-2.299.776,-433.386
-2.297.561,-4.318.784
-2.280.009,-4.321.143
-2.298.192,-4.319.282
-2.298.634,-4.322.607
-2.293.228,-4.317.534
-2.300.224,-4.336.174
-2.291.392,-4.318.367
-2.292.115,-431.795
-2.295.095,-4.318.502
-2.289.967,-432.642
-2.296.454,-4.340.684
-2.279.637,-4.321.167
-2.300.655,-433.199
-2.298.445,-4.320.863
-2.292.531,-4.337.332
-2.298.149,-4.319.252
-2.291.259,-4.324.064
-2.296.466,-4.318.784
-2.298.358,-4.319.251
-2.300.281,-4.334.228
-2.295.306,-4.319.395
-2.297.056,-4.318.561
-229.707,-4.318.832
-2.298.529,-4.319.603
-2.298.756,-432.325
-2.295.144,-4.317.952
-2.298.166,-4.322.336
-2.297.151,-4.318.597
-229.803,-4.320.462
-2.296.308,-4.317.392
-2.298.409,-4.319.357
-2.293.434,-4.337.073
-2.302.854,-4.349.964
-2.295.306,-4.317.674
-2.291.236,-4.319.234
-229.837,-4.320.695
-2.296.665,-4.319.277
-2.295.156,-4.318.496
-2.298.618,-4.319.192
-2.297.139,-4.318.981
-2.297.019,-4.318.362
-2.298.357,-4.319.253
-2.296.136,-431.684
-2.298.367,-4.323.082
-2.296.173,-4.317.698
-2.297.786,-431.914
-2.300.972,-4.342.094
-2.305.675,-4.355.879
-2.298.072,-4.319.148
-2.297.985,-431.906
-22.967,-4.318.787
-2.302.055,-435.203
-2.297.726,-4.319.002
-2.296.222,-4.317.501
-2.297.745,-4.318.952
-2.298.081,-4.318.991
-2.297.195,-4.339.102
-2.296.779,-4.339.622
-2.298.013,-4.318.985
-229.672,-4.318.668
-2.298.567,-4.319.296
-2.298.069,-4.322.098
-2.296.408,-4.317.552
-2.295.312,-4.319.087
-229.681,-4.339.534
-2.297.496,-4.341.415
-229.839,-4.319.581
-2.300.488,-4.334.239
-2.300.454,-4.334.252
-2.298.208,-4.319.346
-2.297.836,-431.914
-2.298.367,-4.319.133
-2.298.473,-4.319.608
-2.302.241,-4.345.066
-2.297.083,-4.318.695
-229.406,-4.318.107
-2.300.448,-433.225
-2.297.086,-4.320.506
-2.292.812,-4.323.783
-2.296.813,-4.339.304
-2.287.973,-4.344.873
-2.298.402,-4.318.996
-229.809,-4.320.045
-2.301.231,-4.332.212
-2.292.258,-4.321.697
-2.291.292,-4.318.893
-2.296.497,-4.317.538
-229.492,-4.318.176
-229.476,-4.318.283
-2.296.571,-4.319.227
-2.295.541,-4.318.696
-2.293.302,-4.336.704
-2.293.595,-4.317.853
-2.290.965,-4.317.676
-2.298.456,-4.319.079
-2.297.078,-4.339.278
-2.296.682,-4.318.122
-230.211,-434.618
-2.296.361,-4.340.598
-2.298.065,-4.319.072
-2.297.284,-4.341.042
-2.298.556,-4.320.342
-2.296.603,-4.317.996
-2.296.318,-4.317.741
-229.867,-4.318.994
-2.301.297,-4.332.225
-2.301.304,-4.331.069
-2.300.512,-4.343.089
-2.297.916,-43.19
-2.295.129,-4.318.138
-2.297.998,-4.320.016
-2.300.962,-4.337.144
-2.298.409,-4.320.046
-2.300.231,-4.332.801
-2.293.179,-4.317.534
-229.839,-4.321.001
-2.295.167,-4.318.916
-2.300.855,-4.345.282
-2.297.091,-4.318.487
-2.297.554,-4.318.797
-2.299.752,-4.326.832
-2.292.659,-4.324.694
-2.292.406,-4.318.385
-2.292.508,-4.324.544
-2.296.285,-4.317.932
-2.291.352,-4.325.383
-2.296.001,-4.317.561
-2.296.383,-4.317.424
-229.362,-4.317.413
-2.296.324,-4.317.478
-2.295.305,-4.318.886
-2.296.406,-4.319.008
-2.296.147,-4.317.069
-2.300.944,-433.264
-2.298.342,-4.322.553
-2.298.755,-4.335.633
-2.296.265,-4.317.142
-2.303.032,-4.347.899
-2.289.139,-4.322.205
-2.296.469,-4.317.818
-2.298.395,-4.321.916
-2.292.648,-431.763
-2.291.804,-431.903
-2.296.337,-4.317.732
-2.298.456,-4.322.085
-2.296.476,-4.340.927
-2.300.309,-4.332.743
-2.298.404,-4.320.938
-2.298.632,-4.319.189
-2.291.306,-431.863
-2.297.094,-4.318.733
-2.297.868,-4.318.967
-2.298.368,-4.319.583
-2.289.361,-4.322.066
-2.298.175,-4.319.988
-2.296.848,-431.885
-2.298.059,-4.318.915
-2.298.594,-4.319.612
-2.298.292,-431.925
-2.297.246,-4.319.258
-229.369,-4.318.094
-22.965,-4.321.982
-2.298.576,-4.322.292
-2.296.258,-4.318.115
-2.296.178,-431.747
-2.296.208,-4.318.168
-2.296.327,-4.318.132
-2.296.269,-4.318.207
-2.296.355,-4.318.063
-2.296.335,-4.318.211
-2.296.209,-4.318.005
-2.291.517,-4.321.137
-2.298.393,-4.318.999
-2.291.404,-4.318.658
-2.296.306,-4.317.509
-2.294.965,-4.317.823
-2.300.518,-433.401
-2.297.043,-4.318.845
-229.718,-4.318.829
-2.306.122,-4.356.359
-2.296.261,-4.317.224
-2.298.565,-4.342.985
-2.295.169,-4.319.063
-2.300.377,-4.334.127
-2.300.364,-4.334.074
-2.300.362,-4.334.004
-2.298.353,-4.322.339
-22.943,-4.336.381
-2.301.185,-4.332.061
-230.139,-433.043
-2.299.115,-4.325.471
-2.300.791,-4.345.838
-229.763,-4.319.167
-229.846,-431.904
-2.302.939,-4.347.499
-2.297.839,-4.319.666
-2.298.409,-4.320.529
-2.296.894,-4.341.601
-2.297.409,-431.877
-2.303.061,-4.348.246
-2.293.547,-4.317.823
-2.286.266,-4.355.019
-2.289.286,-4.353.216
-2.292.493,-4.335.479
-2.298.159,-4.319.192
-2.293.412,-431.799
-2.300.469,-436.384
-2.300.599,-4.363.855
-2.298.271,-4.322.406
-2.292.025,-4.322.616
-2.297.699,-434.063
-2.298.722,-4.329.975
-2.300.386,-4.334.181
-2.292.104,-4.318.007
-2.296.644,-4.317.944
-2.297.353,-4.319.132
-2.298.118,-431.903
-2.296.054,-4.319.545
-2.297.927,-4.319.094
-2.294.458,-4.333.958
-2.293.183,-4.318.956
-229.663,-4.318.143
-2.296.419,-4.317.782
-2.296.651,-4.319.181
-2.298.667,-4.319.603
-229.694,-4.318.382
-2.298.053,-4.319.296
-2.293.059,-4.318.007
-2.298.653,-4.319.408
-2.296.922,-4.318.463
-2.300.576,-4.332.306
-2.296.372,-4.317.635
-2.281.877,-4.330.986
-2.297.347,-4.318.826
-2.296.073,-4.317.337
-2.296.129,-4.317.488
-2.298.242,-4.319.268
-2.297.695,-4.319.254
-2.297.565,-4.318.819
-2.297.557,-4.319.013
-2.306.475,-4.356.555
-2.300.911,-4.343.086
-2.284.801,-4.338.049
-2.295.782,-431.791
-2.298.305,-4.338.129
-2.290.952,-4.317.764
-2.296.325,-4.322.283
-2.298.354,-4.358.988
-2.288.238,-4.351.371
-2.297.853,-431.924
-2.297.581,-4.341.535
-2.297.405,-434.101
-2.302.047,-4.345.334
-2.296.524,-4.340.832
-2.297.647,-4.341.429
-2.300.545,-4.335.211
-2.297.036,-431.896
-2.297.035,-433.839
-2.298.467,-4.322.863
-2.298.568,-4.320.976
-2.297.149,-4.339.251
-2.303.097,-434.758
-2.298.563,-4.319.584
-2.302.938,-4.347.569
-2.303.076,-4.347.697
-2.302.955,-4.347.668
-2.298.399,-4.320.243
-2.296.795,-43.182
-2.303.021,-434.768
-2.302.992,-4.347.647
-2.295.796,-4.318.374
-2.282.248,-4.317.031
-2.296.184,-4.316.993
-2.293.774,-4.335.106
-2.300.933,-4.342.955
-2.295.264,-4.318.856
-2.291.617,-4.318.819
-229.839,-4.319.012
-2.292.245,-4.319.119
-2.291.916,-4.318.129
-2.296.401,-4.319.096
-2.296.213,-4.340.215
-2.296.422,-4.319.043
-2.298.615,-4.320.503
-2.301.401,-4.330.053
-2.299.335,-43.254
-2.281.825,-4.319.422
-229.814,-4.318.948
-2.298.655,-4.319.123
-2.296.286,-4.316.964
-2.296.541,-4.317.748
-2.296.354,-4.317.687
-2.291.022,-4.318.858
-2.299.959,-4.343.954
-229.998,-434.389
-2.297.104,-4.339.319
-2.296.784,-4.318.271
-2.300.455,-433.144
-2.291.569,-4.319.034
-22.963,-4.316.952
-2.291.829,-4.318.449
-2.296.383,-4.317.426
-2.296.507,-4.338.579
-2.294.164,-4.319.066
-2.296.005,-4.320.306
-2.302.364,-4.348.119
-2.293.996,-4.325.107
-2.301.004,-4.335.738
-230.227,-4.349.116
-2.294.705,-4.318.259
-2.296.458,-4.340.087
-2.291.609,-4.317.984
-2.297.874,-4.319.084
-2.298.313,-4.319.087
-2.296.732,-4.338.372
-2.298.389,-4.321.969
-2.296.465,-4.317.604
-2.298.227,-4.321.962
-2.294.209,-4.317.319
-2.298.221,-4.319.471
-2.296.595,-4.317.482
-2.296.545,-4.317.511
-2.288.835,-4.352.026
-2.296.346,-4.321.976
-2.296.403,-4.317.503
-2.302.591,-4.345.712
-2.301.742,-4.345.426
-2.296.458,-4.317.827
-2.297.113,-4.318.591
-2.297.449,-4.318.548
-229.657,-4.317.633
-2.296.931,-4.318.423
-2.296.177,-4.317.742
-2.296.549,-4.317.852
-2.291.473,-4.318.553
-2.296.348,-4.317.544
-2.288.402,-4.348.651
-2.292.682,-4.318.004
-2.298.252,-4.321.535
-2.298.683,-4.320.749
-2.297.438,-4.318.807
-229.657,-4.340.697
-2.296.806,-4.339.222
-2.297.049,-4.318.533
-2.300.318,-4.332.788
-2.296.532,-4.317.434
-2.300.985,-4.343.643
-2.297.975,-4.324.212
-2.300.617,-4.343.127
-2.296.042,-4.320.348
-2.296.743,-4.319.078
-2.296.487,-4.317.287
-2.298.666,-4.320.746
-229.409,-433.604
-229.818,-4.319.071
-2.294.748,-4.319.008
-2.291.685,-4.319.372
-2.298.242,-4.319.218
-2.296.164,-4.317.489
-2.294.228,-4.317.508
-2.298.406,-4.319.148
-2.297.607,-4.318.745
-2.295.558,-4.319.167
-2.297.784,-4.319.034
-2.297.132,-4.341.375
-2.297.399,-4.339.196
-2.298.414,-4.321.713
-2.297.387,-4.318.824
-2.296.005,-4.317.444
-2.296.562,-4.317.535
-2.292.386,-4.324.309
-2.291.541,-4.318.424
-2.298.484,-4.321.162
-2.296.551,-4.317.554
-2.297.156,-4.341.442
-2.298.532,-4.319.016
-2.296.421,-4.317.534
-227.526,-4.310.647
-2.298.095,-4.320.154
-2.297.583,-43.415
-2.293.749,-4.332.457
-2.293.523,-4.318.044
-2.298.501,-4.321.483
-2.297.265,-431.846
-2.297.096,-4.318.604
-229.714,-4.318.631
-2.300.841,-4.332.622
-2.298.021,-431.899
-2.294.953,-4.318.906
-229.858,-4.319.088
-2.296.326,-4.317.607
-2.300.864,-434.355
-2.298.353,-4.319.113
-2.291.717,-432.316
-2.298.309,-4.319.119
-2.297.345,-4.335.772
-229.732,-4.335.673
-2.294.044,-4.336.232
-2.297.376,-4.318.872
-2.275.196,-4.310.664
-2.300.355,-4.334.132
-2.297.406,-4.318.854
-2.298.751,-4.322.793
-2.296.658,-4.317.922
-2.302.312,-4.345.378
-2.299.007,-4.335.211
-2.297.206,-4.336.821
-2.293.213,-4.318.037
-2.288.354,-4.324.616
-2.296.281,-4.317.414
-229.684,-4.318.105
-2.288.875,-4.341.557
-2.282.478,-4.330.819
-2.295.331,-4.318.135
-2.298.584,-4.319.873
-2.293.322,-4.317.623
-2.296.527,-4.338.452
-2.297.458,-4.341.409
-230.264,-4.349.182
-2.297.589,-4.341.533
-2.296.506,-431.752
-2.296.599,-4.338.596
-2.296.617,-4.317.648
-2.292.156,-4.324.528
-2.298.154,-432.232
-2.297.991,-4.341.646
-2.298.334,-4.319.851
-2.297.259,-4.335.993
-2.300.478,-4.336.048
-2.284.981,-4.330.775
-2.297.078,-4.318.496
-2.300.859,-4.334.535
-2.293.581,-4.318.599
-2.301.095,-4.335.653
-2.297.522,-4.319.168
-2.298.348,-4.320.387
-2.295.323,-4.318.647
-2.301.065,-433.343
-2.297.216,-4.349.312
-2.300.418,-4.332.318
-229.648,-431.759
-2.297.299,-433.974
-2.298.646,-4.320.025
-2.297.033,-4.339.036
-2.293.579,-4.332.633
-2.293.512,-4.332.587
-2.293.592,-4.332.706
-2.302.036,-434.871
-2.300.337,-4.332.712
-2.298.136,-4.319.095
-2.299.385,-4.343.557
-2.297.977,-4.319.169
-2.300.538,-4.331.915
-2.296.224,-4.317.498
-2.292.991,-4.323.799
-2.290.965,-4.318.726
-2.296.368,-4.317.118
-2.298.333,-4.322.607
-2.296.203,-4.317.044
-2.297.389,-4.328.052
-2.298.275,-4.321.972
-2.302.864,-4.347.339
-2.296.462,-4.317.595
-2.292.794,-4.337.641
-2.293.324,-4.317.897
-2.296.307,-431.767
-2.300.635,-4.348.115
-2.291.259,-4.319.328
-2.296.478,-4.317.894
-2.298.074,-4.320.604
-229.882,-4.319.365
-2.300.058,-4.327.624
-2.295.539,-4.319.346
-2.297.982,-4.319.055
-2.298.465,-4.319.018
-2.300.483,-4.331.918
-2.289.238,-4.336.073
-2.298.048,-4.318.956
-2.296.747,-433.933
-2.301.069,-4.330.815
-2.291.442,-4.323.039
-2.295.115,-4.319.176
-2.301.443,-4.329.523
-22.985,-4.321.781
-2.297.636,-4.318.971
-2.298.588,-4.318.984
-2.298.047,-4.319.221
-2.297.816,-4.319.253
-2.296.672,-4.318.627
-2.295.622,-4.317.619
-2.292.655,-4.337.734
-2.291.568,-4.318.822
-2.300.399,-4.334.109
-2.300.402,-4.334.102
-2.291.412,-4.318.883
-229.852,-4.319.528
-2.300.313,-4.334.094
-2.300.304,-4.334.119
-2.300.291,-4.334.235
-2.300.301,-4.334.259
-2.297.735,-4.318.875
-2.291.682,-4.319.028
-2.298.239,-4.321.934
-2.298.307,-4.321.775
-2.291.398,-4.323.089
-230.291,-4.347.424
-2.291.423,-4.323.082
-2.291.315,-4.323.048
-2.291.167,-4.319.258
-2.291.934,-4.318.451
-2.298.252,-4.321.886
-2.298.363,-4.322.299
-229.782,-4.319.043
-2.293.428,-4.336.247
-2.290.728,-4.317.348
-2.297.661,-4.341.398
-2.298.825,-4.322.759
-2.296.714,-4.339.812
-2.296.395,-4.317.866
-2.296.551,-4.317.633
-2.298.264,-4.318.927
-2.298.236,-4.349.006
-2.297.988,-4.319.063
-2.291.929,-4.318.867
-2.296.393,-4.317.181
-2.296.379,-4.340.628
-2.298.648,-4.319.128
-2.297.995,-4.322.362
-229.723,-434.133
-2.293.507,-4.318.189
-2.298.638,-4.318.965
-2.298.569,-4.319.036
-2.296.401,-434.054
-2.298.397,-4.319.615
-2.296.883,-434.255
-2.295.401,-4.319.825
-2.289.846,-431.871
-2.289.838,-4.318.676
-2.292.195,-4.323.598
-2.291.317,-4.323.038
-2.301.513,-4.331.191
-2.297.538,-4.319.125
-229.629,-4.317.339
-229.677,-4.318.504
-2.296.995,-4.342.269
-2.291.284,-4.320.872
-2.293.164,-4.317.857
-2.298.564,-4.319.817
-229.853,-4.320.873
-2.297.141,-4.339.753
-2.297.673,-4.319.198
-2.297.306,-4.318.566
-2.294.355,-4.318.537
-2.296.571,-4.317.837
-2.295.737,-4.334.862
-2.298.411,-4.319.204
-2.295.342,-43.183
-2.296.244,-4.321.936
-2.296.142,-4.317.449
-2.297.135,-431.891
-2.297.169,-4.318.849
-2.302.397,-4.347.469
-2.296.468,-4.317.222
-2.298.413,-4.321.661
-2.288.025,-4.344.697
-2.300.005,-4.339.269
-2.296.468,-4.317.915
-2.298.154,-4.319.356
-2.294.893,-432.618
-229.877,-4.318.969
-2.298.639,-431.923
-2.301.568,-4.340.786
-2.292.505,-4.317.371
-2.298.705,-4.322.929
-2.300.699,-4.343.106
-2.294.659,-4.334.248
-2.296.761,-4.318.968
-2.297.455,-4.341.543
-2.296.362,-4.317.855
-2.300.121,-4.335.004
-2.297.124,-4.342.386
-2.303.133,-434.744
-2.296.981,-4.339.221
-2.297.587,-4.318.931
-2.301.377,-4.329.457
-2.296.267,-4.317.713
-2.294.539,-4.318.346
-2.296.299,-4.319.139
-2.299.186,-4.345.094
-2.298.481,-4.320.323
-2.300.929,-4.335.701
-2.296.153,-4.317.433
-2.296.793,-4.318.127
-2.296.185,-4.316.684
-2.298.402,-4.319.157
-2.301.431,-4.329.566
-229.605,-4.317.558
-2.295.322,-4.319.092
-2.300.789,-4.345.836
-2.297.729,-4.319.107
-2.297.446,-4.341.427
-2.281.957,-4.322.608
-2.292.109,-432.469
-2.296.146,-43.371
-2.299.321,-4.345.308
-2.297.011,-4.341.427
-2.295.557,-4.332.896
-2.296.267,-4.317.443
-2.297.868,-4.322.954
-2.303.322,-4.348.617
-2.296.528,-4.317.502
-2.293.315,-4.336.714
-2.296.109,-4.317.554
-2.290.909,-4.321.699
-2.298.401,-4.319.336
-2.297.072,-4.339.532
-2.297.965,-4.319.247
-2.283.715,-4.330.021
-2.289.878,-4.328.611
-2.292.083,-4.317.601
-2.297.823,-4.318.963
-2.297.023,-4.335.873
-2.295.332,-4.319.053
-2.291.383,-4.318.657
-2.298.411,-4.346.466
-2.297.912,-431.914
-2.290.778,-4.317.752
-2.298.272,-43.197
-2.300.535,-4.332.221
-2.283.574,-4.330.005
-2.298.498,-4.319.143
-229.724,-434.133
-2.298.243,-4.322.402
-2.297.736,-4.322.535
-2.296.838,-4.342.532
-2.295.046,-4.319.173
-2.297.441,-4.318.793
-2.298.327,-4.321.541
-2.297.228,-4.319.171
-2.296.767,-4.318.899
-2.300.458,-4.332.339
-2.295.133,-4.318.379
-2.297.301,-4.339.841
-2.286.619,-4.330.046
-2.298.495,-4.319.167
-2.297.744,-4.332.959
-2.297.969,-4.319.134
-2.298.778,-4.332.273
-2.290.805,-4.317.341
-2.296.579,-4.338.379
-2.301.506,-4.329.424
-2.295.651,-4.319.884
-229.448,-4.320.613
-2.297.537,-4.319.139
-2.298.351,-432.079
-2.296.627,-4.317.619
-2.298.086,-4.320.211
-2.297.514,-4.341.573
-2.297.155,-4.339.649
-2.297.707,-4.319.116
-2.290.212,-4.325.761
-2.295.984,-4.319.697
-2.292.507,-4.324.416
-2.297.655,-431.891
-2.297.176,-4.339.254
-2.298.256,-4.322.122
-228.847,-4.331.891
-2.291.321,-4.360.376
-229.172,-4.318.845
-2.295.419,-4.319.963
-2.295.295,-431.773
-2.297.073,-4.318.544
-2.296.048,-4.320.583
-229.984,-432.701
-2.299.816,-4.326.824
-2.300.956,-4.331.677
-2.298.417,-4.320.529
-2.297.948,-4.319.022
-2.298.432,-4.321.338
-2.292.963,-4.338.952
-2.297.974,-4.319.838
-2.298.595,-4.320.982
-2.294.942,-4.318.299
-2.301.857,-4.352.046
-2.296.704,-4.318.755
-2.299.954,-4.341.859
-229.655,-4.318.038
-2.285.467,-4.331.353
-2.290.644,-4.319.346
-2.297.452,-4.318.736
-2.300.422,-4.337.389
-2.290.528,-4.318.045
-2.299.754,-4.334.821
-2.295.073,-4.319.252
-2.303.938,-4.355.698
-2.296.521,-4.317.877
-2.297.048,-431.874
-2.298.334,-4.319.012
-2.306.177,-435.638
-2.294.526,-4.318.209
-2.296.258,-4.317.265
-2.298.454,-4.319.724
-2.292.182,-4.319.053
-2.293.686,-4.317.741
-2.297.062,-4.318.756
-2.306.219,-435.656
-2.297.478,-4.319.073
-2.296.656,-4.317.904
-2.293.974,-4.317.692
-2.292.493,-4.317.857
-2.300.081,-4.334.074
-2.291.722,-4.318.872
-2.296.836,-4.318.711
-2.281.931,-4.322.497
-2.294.525,-4.318.278
-2.293.194,-4.317.687
-2.296.356,-4.316.823
-2.296.852,-4.318.072
-2.296.501,-4.317.841
-2.298.293,-432.117
-2.296.193,-4.340.054
-2.298.454,-4.321.037
-2.298.638,-4.319.866
-2.297.607,-4.322.986
-2.297.871,-4.318.994
-2.296.628,-4.317.471
-2.296.457,-4.317.407
-2.291.526,-4.317.921
-2.301.091,-4.347.079
-229.812,-4.319.872
-2.293.036,-4.355.946
-2.290.606,-4.338.632
-2.296.835,-4.318.476
-2.293.324,-4.318.803
-2.280.923,-431.917
-2.295.704,-431.841
-2.291.584,-4.321.113
-2.298.522,-4.319.295
-229.831,-4.322.693
-2.301.133,-4.330.166
-2.295.743,-4.319.976
-2.291.052,-4.318.349
-2.297.024,-434.144
-229.687,-4.341.583
-2.296.907,-4.341.583
-2.296.899,-4.341.443
-2.296.223,-4.339.142
-2.294.799,-4.337.187
-2.298.399,-4.321.832
-2.297.182,-4.318.685
-230.295,-4.347.412
-2.296.142,-4.317.132
-2.298.159,-431.998
-2.296.691,-4.341.305
-2.298.352,-432.121
-2.291.477,-4.318.159
-2.300.514,-4.337.161
-2.296.909,-4.341.107
-2.296.656,-4.319.209
-2.301.283,-4.338.825
-2.300.986,-4.345.089
-2.298.221,-4.319.128
-2.299.019,-4.343.972
-2.294.353,-4.333.132
-2.297.167,-434.242
-2.294.007,-4.333.657
-2.301.507,-4.330.746
-2.301.514,-4.330.809
-2.301.401,-4.330.796
-2.301.409,-4.330.612
-2.301.418,-4.330.742
-229.953,-4.325.521
-2.300.347,-4.334.083
-2.301.753,-4.347.356
-2.300.412,-4.334.188
-2.301.521,-4.344.792
-2.301.129,-4.329.036
-2.292.114,-4.326.556
-2.300.247,-4.332.693
-2.296.541,-4.318.925
-2.305.223,-4.354.643
